COMPANY;MES;ANO;DATA_PARCELA_1;PARCELA1;DATA_PARCELA_2;PARCELA_2;DATA_PARCELA_3;PARCELA_3
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;12;2022;15/01/23;0;25/01/23;27621,48;05/02/23;0
6ea26cdf9f5a385f9a534276cd3e7e96032492b753d4a7252e704584bc3244a8;12;2022;15/01/23;11766,2775;25/01/23;11766,2775;05/02/23;11766,27
a8d11a09f77a6220f32a346234e8736f8a7bb6141a8f1cf07f8b6fdb31030425;12;2022;15/01/23;0;25/01/23;281795,055;05/02/23;0
a200243480bba58b5829832c266f8d9657994468d5a9bf4513a43789b4cd3422;12;2022;15/01/23;238654,4025;25/01/23;238654,4025;05/02/23;238654,395
9982344b22000dcfc97cdc33c3c0039d286be0a47ffbbac10a49778b73a0d071;12;2022;15/01/23;0;25/01/23;51819,435;05/02/23;0
b28ce0e3c5b6c6e8bb4d0c7bcd0897263fd76ed149a4b1f00387ea24080fb04b;12;2022;15/01/23;0;25/01/23;40517,235;05/02/23;0
7ae353f62c16f0ef9ad0b65bb6aa031fa27fbbc32d317a4adc137fbc691cf87e;12;2022;15/01/23;0;25/01/23;33578,7825;05/02/23;0
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;12;2022;15/01/23;0;25/01/23;19383,63;05/02/23;0
ed469c39a56f062b09e2d930ca0bd68820bf1348f3a202584f0c241675d7261a;12;2022;15/01/23;27715,9425;25/01/23;27715,9425;05/02/23;27715,95
f3ccb4c601296c5eb68b82ea48b440ee8dfa35fd6bc169657d4a6a8fba3c3fff;12;2022;15/01/23;0;25/01/23;125906,0175;05/02/23;0
b8822095f4bad5fa007c4fec3ebb4cbdac1656ff609401e61c6c8f698cc9708d;12;2022;15/01/23;0;25/01/23;5443,365;05/02/23;0
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;12;2022;15/01/23;0;25/01/23;25645,02;05/02/23;0
04492e000353c81676a984b4148abc3bdbf3311247e62cc5da0aa1a1630cde57;12;2022;15/01/23;0;25/01/23;15140,8125;05/02/23;0
1a87e80bd8a7cc465bb011fad11ae51991bf0bd23102c4992c5156c78cf57ccb;12;2022;15/01/23;0;25/01/23;1161761,4825;05/02/23;0
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;12;2022;15/01/23;0;25/01/23;9606,6375;05/02/23;0
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;12;2022;15/01/23;0;25/01/23;1322,4075;05/02/23;0
45ac39e1a39ddd2bed9be802bc751e79d126ca2d5603e4e127853b9935630450;12;2022;15/01/23;0;25/01/23;93769,2225;05/02/23;0
0625e809aa0ba52848b030fe5353752d3816004601bd0be260371f25cc455b1e;12;2022;15/01/23;0;25/01/23;61995,615;05/02/23;0
edd1089cd0dfdc89dc520b3f2699b03392a0e8ce06e99ef2988c7dbe81436f6e;12;2022;15/01/23;26280,5925;25/01/23;26280,5925;05/02/23;26280,6
6f3dbd28708af1ddbfbe650c741aed5b9924a26a492ae1f7a515ff0490f49bf8;12;2022;15/01/23;0;25/01/23;57467,685;05/02/23;0
6e75e41386adae166aa3a3c374e883e355591a2f1830438569b3610c70f7a968;12;2022;15/01/23;0;25/01/23;39432,81;05/02/23;0
35ce1a065051168e36824c114aa1fc63f643e3fcd9c90ca14cc52ab9a9b527be;12;2022;15/01/23;0;25/01/23;3678,465;05/02/23;0
10211c51e0abcf515c64a8aaeab418cc2064a17b27f812c7292b0fb67335acb3;12;2022;15/01/23;0;25/01/23;303097,6725;05/02/23;0
